movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year_sc
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7653061224489797
52,Mighty Aphrodite (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
58,"Postman, The (Postino, Il) (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
60,"Indian in the Cupboard, The (1995)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
61,Eye for an Eye (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.775510204081634
62,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
64,Two if by Sea (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
65,Bio-Dome (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
66,Lawnmower Man 2: Beyond Cyberspace (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.775510204081634
69,Friday (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
70,From Dusk Till Dawn (1996),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.775510204081634
73,"Misérables, Les (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7653061224489797
74,Bed of Roses (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
76,Screamers (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7653061224489797
79,"Juror, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.775510204081634
81,Things to Do in Denver When You're Dead (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
82,Antonia's Line (Antonia) (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
85,Angels and Insects (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
86,White Squall (1996),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
88,Black Sheep (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
89,Nick of Time (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
92,Mary Reilly (1996),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.775510204081634
93,Vampire in Brooklyn (1995),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7653061224489797
94,Beautiful Girls (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
95,Broken Arrow (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.775510204081634
97,"Hate (Haine, La) (1995)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
100,City Hall (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.775510204081634
101,Bottle Rocket (1996),0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
102,Mr. Wrong (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
104,Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
105,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
107,Muppet Treasure Island (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.775510204081634
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7653061224489797
111,Taxi Driver (1976),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.571428571428573
112,Rumble in the Bronx (Hont faan kui) (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
122,Boomerang (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7346938775510203
125,Flirting With Disaster (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
126,"NeverEnding Story III, The (1994)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
132,Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
135,Down Periscope (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
140,Up Close and Personal (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
141,"Birdcage, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
144,"Brothers McMullen, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
145,Bad Boys (1995),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
150,Apollo 13 (1995),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7653061224489797
151,Rob Roy (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.7653061224489797
153,Batman Forever (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
154,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.47959183673469497
157,Canadian Bacon (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7653061224489797
158,Casper (1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
159,Clockers (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.7653061224489797
160,Congo (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7653061224489797
161,Crimson Tide (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.7653061224489797
162,Crumb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
163,Desperado (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7653061224489797
164,Devil in a Blue Dress (1995),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.7653061224489797
165,Die Hard: With a Vengeance (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
168,First Knight (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
169,Free Willy 2: The Adventure Home (1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
170,Hackers (1995),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
171,Jeffrey (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
172,Johnny Mnemonic (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7653061224489797
173,Judge Dredd (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7653061224489797
174,Jury Duty (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
175,Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
176,Living in Oblivion (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
177,Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7653061224489797
180,Mallrats (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
181,Mighty Morphin Power Rangers: The Movie (1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
185,"Net, The (1995)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
186,Nine Months (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
188,"Prophecy, The (1995)",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.7653061224489797
193,Showgirls (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
194,Smoke (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
195,Something to Talk About (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
196,Species (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7653061224489797
198,Strange Days (1995),0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0.7653061224489797
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
204,Under Siege 2: Dark Territory (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
205,Unstrung Heroes (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
207,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
208,Waterworld (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7653061224489797
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
215,Before Sunrise (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
216,Billy Madison (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
217,"Babysitter, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
218,Boys on the Side (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
222,Circle of Friends (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
224,Don Juan DeMarco (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
225,Disclosure (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
227,Drop Zone (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
229,Death and the Maiden (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
230,Dolores Claiborne (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
231,Dumb & Dumber (Dumb and Dumber) (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
232,Eat Drink Man Woman (Yin shi nan nu) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
233,Exotica (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
234,Exit to Eden (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
235,Ed Wood (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
236,French Kiss (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
237,Forget Paris (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
239,"Goofy Movie, A (1995)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
246,Hoop Dreams (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
247,Heavenly Creatures (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
248,Houseguest (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
249,Immortal Beloved (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
252,I.Q. (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
253,Interview with the Vampire: The Vampire Chronicles (1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.7551020408163289
255,"Jerky Boys, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
256,Junior (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7551020408163289
257,Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7653061224489797
258,"Kid in King Arthur's Court, A (1995)",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5816326530612272
261,Little Women (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
262,"Little Princess, A (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
265,Like Water for Chocolate (Como agua para chocolate) (1992),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.7346938775510203
266,Legends of the Fall (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.7551020408163289
267,Major Payne (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
272,"Madness of King George, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
273,Mary Shelley's Frankenstein (Frankenstein) (1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.7551020408163289
274,Man of the House (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
275,Mixed Nuts (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
276,Milk Money (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
277,Miracle on 34th Street (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
280,Murder in the First (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7653061224489797
281,Nobody's Fool (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
282,Nell (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
288,Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
289,Only You (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
290,Once Were Warriors (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
292,Outbreak (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7653061224489797
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
296,Pulp Fiction (1994),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
300,Quiz Show (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
303,"Quick and the Dead, The (1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7653061224489797
305,Ready to Wear (Pret-A-Porter) (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
306,Three Colors: Red (Trois couleurs: Rouge) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7448979591836746
308,Three Colors: White (Trzy kolory: Bialy) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
312,Stuart Saves His Family (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
314,"Secret of Roan Inish, The (1994)",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.7551020408163289
315,"Specialist, The (1994)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
316,Stargate (1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7551020408163289
317,"Santa Clause, The (1994)",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
318,"Shawshank Redemption, The (1994)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
319,Shallow Grave (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
322,Swimming with Sharks (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
325,National Lampoon's Senior Trip (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
327,Tank Girl (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7653061224489797
328,Tales from the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7653061224489797
329,Star Trek: Generations (1994),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7551020408163289
330,Tales from the Hood (1995),0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7653061224489797
332,Village of the Damned (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7653061224489797
333,Tommy Boy (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
337,What's Eating Gilbert Grape (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7448979591836746
338,Virtuosity (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7653061224489797
339,While You Were Sleeping (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7653061224489797
342,Muriel's Wedding (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
344,Ace Ventura: Pet Detective (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
347,Bitter Moon (1992),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.7346938775510203
348,Bullets Over Broadway (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
349,Clear and Present Danger (1994),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
350,"Client, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7551020408163289
351,"Corrina, Corrina (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
353,"Crow, The (1994)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7551020408163289
355,"Flintstones, The (1994)",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
356,Forrest Gump (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.7551020408163289
357,Four Weddings and a Funeral (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
358,Higher Learning (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7653061224489797
360,I Love Trouble (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7551020408163289
361,It Could Happen to You (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7551020408163289
